Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
1567,2022-07-06,2022-07-06 18:24,,Investment - Crypto,2143.30,0.00,1765916.21
1568,2022-07-06,2022-07-06 06:54,,Coffee Shop,30.32,0.00,1765885.89
1569,2022-07-07,2022-07-07 18:16,,Freelance Income,0.00,1828.13,1767714.02
1570,2022-07-07,2022-07-07 09:00,,Freelance Income,0.00,2351.75,1770065.77
1571,2022-07-07,2022-07-07 19:23,,Healthcare - Emergency,3304.21,0.00,1766761.56
1572,2022-07-07,2022-07-07 05:42,,Freelance Income,0.00,2821.09,1769582.65
1573,2022-07-08,2022-07-08 00:09,,Public Transport,4.89,0.00,1769577.76
1574,2022-07-09,2022-07-09 18:28,,Dining - Casual Restaurant,221.88,0.00,1769355.88
1575,2022-07-10,2022-07-10 21:19,,Salary - Regular,0.00,6402.24,1775758.12
1576,2022-07-10,2022-07-10 10:26,,Public Transport,8.88,0.00,1775749.24
1577,2022-07-10,2022-07-10 06:10,,Salary - Bonus,0.00,7732.06,1783481.30
1578,2022-07-11,2022-07-11 05:05,,Groceries - Supermarket,272.30,0.00,1783209.00
1579,2022-07-12,2022-07-12 12:34,,Dining - Casual Restaurant,143.73,0.00,1783065.27
1580,2022-07-13,2022-07-13 08:31,,Rental Income,0.00,1559.89,1784625.16
1581,2022-07-13,2022-07-13 10:27,,Groceries - Supermarket,164.65,0.00,1784460.51
1582,2022-07-14,2022-07-14 21:14,,Freelance Income,0.00,4066.97,1788527.48
1583,2022-07-14,2022-07-14 17:16,,Fuel,67.79,0.00,1788459.69
1584,2022-07-15,2022-07-15 02:44,,Utilities - Electricity,155.40,0.00,1788304.29
1585,2022-07-16,2022-07-16 01:55,,Entertainment - Movies,43.29,0.00,1788261.00
1586,2022-07-16,2022-07-16 02:44,,Cashback,0.00,153.66,1788414.66
1587,2022-07-16,2022-07-16 03:58,,Salary - Regular,0.00,6382.98,1794797.64
1588,2022-07-16,2022-07-16 08:56,,Entertainment - Movies,62.07,0.00,1794735.57
1589,2022-07-18,2022-07-18 09:48,,Groceries - Supermarket,216.66,0.00,1794518.91
1590,2022-07-18,2022-07-18 15:31,,Loan EMI,1813.82,0.00,1792705.09
1591,2022-07-19,2022-07-19 00:39,,Rental Income,0.00,1553.74,1794258.83
1592,2022-07-19,2022-07-19 15:55,,Salary - Regular,0.00,4231.76,1798490.59
1593,2022-07-21,2022-07-21 06:07,,Fuel,27.25,0.00,1798463.34
1594,2022-07-21,2022-07-21 15:02,,Salary - Regular,0.00,4576.25,1803039.59
1595,2022-07-22,2022-07-22 16:42,,Entertainment - Movies,47.33,0.00,1802992.26
1596,2022-07-22,2022-07-22 06:20,,Groceries - Supermarket,250.90,0.00,1802741.36
1597,2022-07-22,2022-07-22 17:06,,Fuel,68.74,0.00,1802672.62
1598,2022-07-23,2022-07-23 15:54,,Freelance Income,0.00,1906.41,1804579.03
1599,2022-07-23,2022-07-23 05:48,,Healthcare - Regular,89.98,0.00,1804489.05
1600,2022-07-24,2022-07-24 09:51,,Salary - Regular,0.00,3282.97,1807772.02
1601,2022-07-24,2022-07-24 01:42,,Fuel,50.70,0.00,1807721.32
1602,2022-07-24,2022-07-24 09:18,,Groceries - Online Delivery,99.50,0.00,1807621.82
1603,2022-07-25,2022-07-25 05:24,,Rental Income,0.00,2924.68,1810546.50
1604,2022-07-25,2022-07-25 18:42,,Salary - Regular,0.00,4127.96,1814674.46
1605,2022-07-26,2022-07-26 14:15,,Utilities - Electricity,293.26,0.00,1814381.20
1606,2022-07-26,2022-07-26 12:43,,Groceries - Online Delivery,150.42,0.00,1814230.78
1607,2022-07-27,2022-07-27 06:39,,Groceries - Online Delivery,81.55,0.00,1814149.23
1608,2022-07-28,2022-07-28 08:37,,Salary - Regular,0.00,2603.85,1816753.08
1609,2022-07-29,2022-07-29 05:05,,Coffee Shop,8.43,0.00,1816744.65
1610,2022-07-29,2022-07-29 20:45,,Salary - Regular,0.00,2487.88,1819232.53
1611,2022-07-30,2022-07-30 02:18,,Salary - Regular,0.00,4115.89,1823348.42
1612,2022-07-30,2022-07-30 02:29,,Utilities - Water,206.92,0.00,1823141.50
1613,2022-07-30,2022-07-30 22:52,,Entertainment - Movies,99.59,0.00,1823041.91
1614,2022-07-31,2022-07-31 15:17,,Investment Returns - Stocks,0.00,2189.20,1825231.11
1615,2022-07-31,2022-07-31 04:46,,Loan EMI,2016.98,0.00,1823214.13
1616,2022-07-31,2022-07-31 09:36,,Salary - Regular,0.00,2434.08,1825648.21
1617,2022-08-01,2022-08-01 00:59,,Salary - Regular,0.00,4233.68,1829881.89
1618,2022-08-01,2022-08-01 12:04,,Utilities - Electricity,215.10,0.00,1829666.79
1619,2022-08-01,2022-08-01 12:04,,Loan EMI,2976.76,0.00,1826690.03
1620,2022-08-01,2022-08-01 11:15,,Investment Returns - Crypto,0.00,1685.04,1828375.07
1621,2022-08-02,2022-08-02 22:14,,Utilities - Electricity,145.73,0.00,1828229.34
1622,2022-08-02,2022-08-02 14:27,,Utilities - Electricity,427.77,0.00,1827801.57
1623,2022-08-02,2022-08-02 18:58,,Investment Returns - Crypto,0.00,5885.66,1833687.23
1624,2022-08-03,2022-08-03 16:22,,Groceries - Online Delivery,227.51,0.00,1833459.72
1625,2022-08-03,2022-08-03 02:52,,Coffee Shop,21.26,0.00,1833438.46
1626,2022-08-03,2022-08-03 20:29,,Freelance Income,0.00,3999.37,1837437.83
1627,2022-08-04,2022-08-04 19:26,,Loan EMI,2700.13,0.00,1834737.70
1628,2022-08-04,2022-08-04 05:56,,Loan EMI,3357.01,0.00,1831380.69
1629,2022-08-04,2022-08-04 20:20,,Dividends,0.00,964.21,1832344.90
1630,2022-08-04,2022-08-04 00:30,,Dining - Fine Dining,535.20,0.00,1831809.70
1631,2022-08-05,2022-08-05 00:25,,Freelance Income,0.00,3540.34,1835350.04
1632,2022-08-06,2022-08-06 09:06,,Investment - Stocks,14991.78,0.00,1820358.26
1633,2022-08-06,2022-08-06 06:32,,Dining - Fine Dining,797.93,0.00,1819560.33
1634,2022-08-07,2022-08-07 11:30,,Public Transport,16.91,0.00,1819543.42
1635,2022-08-07,2022-08-07 10:20,,Entertainment - Movies,78.03,0.00,1819465.39
1636,2022-08-07,2022-08-07 18:41,,Groceries - Online Delivery,290.91,0.00,1819174.48
1637,2022-08-08,2022-08-08 21:54,,Freelance Income,0.00,2261.74,1821436.22
1638,2022-08-09,2022-08-09 00:09,,Salary - Regular,0.00,7189.70,1828625.92
1639,2022-08-09,2022-08-09 00:16,,Freelance Income,0.00,1870.15,1830496.07
1640,2022-08-10,2022-08-10 00:53,,Dining - Fine Dining,782.56,0.00,1829713.51
1641,2022-08-10,2022-08-10 07:03,,Groceries - Online Delivery,196.08,0.00,1829517.43
1642,2022-08-10,2022-08-10 21:48,,Investment - Crypto,767.30,0.00,1828750.13
1643,2022-08-11,2022-08-11 03:43,,Investment Returns - Stocks,0.00,6874.54,1835624.67
1644,2022-08-11,2022-08-11 13:22,,Loan EMI,2779.68,0.00,1832844.99
1645,2022-08-12,2022-08-12 09:10,,Cashback,0.00,450.18,1833295.17
1646,2022-08-12,2022-08-12 03:23,,Salary - Regular,0.00,6019.27,1839314.44
1647,2022-08-12,2022-08-12 18:03,,Investment Returns - Stocks,0.00,1036.70,1840351.14
1648,2022-08-13,2022-08-13 22:07,,Groceries - Supermarket,569.36,0.00,1839781.78
1649,2022-08-15,2022-08-15 22:58,,Utilities - Electricity,241.21,0.00,1839540.57
1650,2022-08-15,2022-08-15 16:03,,Freelance Income,0.00,3016.75,1842557.32
1651,2022-08-16,2022-08-16 05:29,,Fuel,111.23,0.00,1842446.09
1652,2022-08-16,2022-08-16 15:57,,Entertainment - Movies,29.79,0.00,1842416.30
1653,2022-08-17,2022-08-17 15:02,,Salary - Regular,0.00,7514.30,1849930.60
1654,2022-08-17,2022-08-17 12:17,,Utilities - Electricity,217.95,0.00,1849712.65
1655,2022-08-17,2022-08-17 02:18,,Freelance Income,0.00,971.14,1850683.79
1656,2022-08-18,2022-08-18 09:45,,Fuel,47.62,0.00,1850636.17
1657,2022-08-19,2022-08-19 09:00,,Public Transport,6.09,0.00,1850630.08
1658,2022-08-20,2022-08-20 17:36,,Entertainment - Movies,88.23,0.00,1850541.85
1659,2022-08-20,2022-08-20 15:00,,Dividends,0.00,786.33,1851328.18
1660,2022-08-20,2022-08-20 12:42,,Investment Returns - Crypto,0.00,247.76,1851575.94
1661,2022-08-21,2022-08-21 18:39,,Salary - Regular,0.00,5699.73,1857275.67
1662,2022-08-21,2022-08-21 13:12,,Dining - Casual Restaurant,157.42,0.00,1857118.25
1663,2022-08-23,2022-08-23 16:02,,Healthcare - Emergency,5018.41,0.00,1852099.84
1664,2022-08-24,2022-08-24 18:56,,Groceries - Supermarket,239.51,0.00,1851860.33
1665,2022-08-25,2022-08-25 06:05,,Dining - Casual Restaurant,63.20,0.00,1851797.13
1666,2022-08-25,2022-08-25 07:18,,Groceries - Online Delivery,198.21,0.00,1851598.92
1667,2022-08-26,2022-08-26 05:38,,Groceries - Online Delivery,107.93,0.00,1851490.99
1668,2022-08-27,2022-08-27 12:35,,Dividends,0.00,993.71,1852484.70
1669,2022-08-27,2022-08-27 17:47,,Healthcare - Regular,121.33,0.00,1852363.37
1670,2022-08-28,2022-08-28 15:58,,Salary - Bonus,0.00,14452.15,1866815.52
1671,2022-08-29,2022-08-29 02:56,,Salary - Regular,0.00,3729.91,1870545.43
1672,2022-08-30,2022-08-30 15:07,,Salary - Regular,0.00,7560.82,1878106.25
1673,2022-08-30,2022-08-30 19:56,,Healthcare - Regular,130.43,0.00,1877975.82
1674,2022-08-30,2022-08-30 16:07,,Freelance Income,0.00,1755.64,1879731.46
1675,2022-08-30,2022-08-30 07:29,,Salary - Regular,0.00,5577.59,1885309.05
1676,2022-08-31,2022-08-31 01:47,,Coffee Shop,11.36,0.00,1885297.69
1677,2022-08-31,2022-08-31 05:41,,Public Transport,21.60,0.00,1885276.09
1678,2022-09-01,2022-09-01 15:35,,Groceries - Online Delivery,106.18,0.00,1885169.91
1679,2022-09-01,2022-09-01 20:48,,Coffee Shop,32.94,0.00,1885136.97
1680,2022-09-04,2022-09-04 02:03,,Investment Returns - Crypto,0.00,2981.67,1888118.64
1681,2022-09-04,2022-09-04 10:19,,Utilities - Electricity,420.99,0.00,1887697.65
1682,2022-09-04,2022-09-04 22:50,,Coffee Shop,34.40,0.00,1887663.25
1683,2022-09-05,2022-09-05 18:18,,Dividends,0.00,368.47,1888031.72
1684,2022-09-06,2022-09-06 09:08,,Groceries - Online Delivery,242.42,0.00,1887789.30
1685,2022-09-06,2022-09-06 17:30,,Fuel,34.71,0.00,1887754.59
1686,2022-09-07,2022-09-07 20:43,,Groceries - Online Delivery,119.53,0.00,1887635.06
1687,2022-09-08,2022-09-08 01:34,,Public Transport,11.85,0.00,1887623.21
1688,2022-09-09,2022-09-09 09:43,,Groceries - Online Delivery,316.80,0.00,1887306.41
1689,2022-09-10,2022-09-10 02:34,,Dining - Casual Restaurant,319.23,0.00,1886987.18
1690,2022-09-11,2022-09-11 06:38,,Dining - Fine Dining,1737.39,0.00,1885249.79
1691,2022-09-11,2022-09-11 18:34,,Rental Income,0.00,2603.38,1887853.17
1692,2022-09-11,2022-09-11 21:28,,Freelance Income,0.00,2403.54,1890256.71
1693,2022-09-11,2022-09-11 18:54,,Fuel,60.82,0.00,1890195.89
1694,2022-09-12,2022-09-12 20:48,,Coffee Shop,21.87,0.00,1890174.02
1695,2022-09-12,2022-09-12 23:53,,Rental Income,0.00,3685.39,1893859.41
1696,2022-09-12,2022-09-12 18:59,,Rental Income,0.00,2756.19,1896615.60
1697,2022-09-13,2022-09-13 19:38,,Salary - Regular,0.00,3265.22,1899880.82
1698,2022-09-15,2022-09-15 06:57,,Loan EMI,2811.33,0.00,1897069.49
1699,2022-09-15,2022-09-15 07:24,,Entertainment - Movies,55.67,0.00,1897013.82
1700,2022-09-15,2022-09-15 18:58,,Coffee Shop,16.41,0.00,1896997.41
1701,2022-09-16,2022-09-16 09:30,,Groceries - Supermarket,144.08,0.00,1896853.33
1702,2022-09-16,2022-09-16 13:53,,Groceries - Online Delivery,194.56,0.00,1896658.77
1703,2022-09-16,2022-09-16 07:55,,Salary - Bonus,0.00,5463.83,1902122.60
1704,2022-09-17,2022-09-17 18:36,,Loan EMI,4577.00,0.00,1897545.60
1705,2022-09-17,2022-09-17 03:14,,Groceries - Online Delivery,221.60,0.00,1897324.00
1706,2022-09-18,2022-09-18 18:34,,Freelance Income,0.00,2536.46,1899860.46
1707,2022-09-18,2022-09-18 10:26,,Fuel,91.28,0.00,1899769.18
1708,2022-09-19,2022-09-19 05:52,,Public Transport,8.32,0.00,1899760.86
1709,2022-09-19,2022-09-19 20:46,,Cashback,0.00,231.93,1899992.79
1710,2022-09-19,2022-09-19 06:03,,Cashback,0.00,510.55,1900503.34
1711,2022-09-19,2022-09-19 14:49,,Rental Income,0.00,5175.52,1905678.86
1712,2022-09-20,2022-09-20 03:56,,Dining - Fine Dining,252.67,0.00,1905426.19
1713,2022-09-20,2022-09-20 21:53,,Fuel,85.36,0.00,1905340.83
1714,2022-09-20,2022-09-20 07:39,,Fuel,57.19,0.00,1905283.64
1715,2022-09-21,2022-09-21 13:33,,Salary - Regular,0.00,7267.51,1912551.15
1716,2022-09-22,2022-09-22 08:38,,Dining - Fine Dining,230.68,0.00,1912320.47
1717,2022-09-22,2022-09-22 19:30,,Groceries - Supermarket,277.65,0.00,1912042.82
1718,2022-09-22,2022-09-22 01:38,,Salary - Regular,0.00,7680.43,1919723.25
1719,2022-09-23,2022-09-23 09:34,,Freelance Income,0.00,2055.63,1921778.88
1720,2022-09-24,2022-09-24 20:19,,Freelance Income,0.00,5180.91,1926959.79
1721,2022-09-24,2022-09-24 09:10,,Public Transport,13.68,0.00,1926946.11
1722,2022-09-25,2022-09-25 10:37,,Investment Returns - Stocks,0.00,8456.87,1935402.98
1723,2022-09-26,2022-09-26 18:56,,Groceries - Supermarket,85.68,0.00,1935317.30
1724,2022-09-26,2022-09-26 08:31,,Public Transport,11.40,0.00,1935305.90
1725,2022-09-26,2022-09-26 10:47,,Dining - Casual Restaurant,61.85,0.00,1935244.05
1726,2022-09-27,2022-09-27 06:08,,Groceries - Online Delivery,121.45,0.00,1935122.60
1727,2022-09-29,2022-09-29 08:41,,Dining - Casual Restaurant,245.58,0.00,1934877.02
1728,2022-09-29,2022-09-29 12:58,,Groceries - Online Delivery,261.35,0.00,1934615.67
1729,2022-09-29,2022-09-29 09:37,,Dividends,0.00,325.03,1934940.70
1730,2022-09-29,2022-09-29 22:16,,Public Transport,6.36,0.00,1934934.34
1731,2022-09-30,2022-09-30 10:09,,Freelance Income,0.00,1072.56,1936006.90
1732,2022-09-30,2022-09-30 19:41,,Healthcare - Regular,215.32,0.00,1935791.58
1733,2022-10-01,2022-10-01 15:36,,Groceries - Online Delivery,216.81,0.00,1935574.77
1734,2022-10-01,2022-10-01 18:06,,Utilities - Electricity,426.15,0.00,1935148.62
1735,2022-10-02,2022-10-02 21:51,,Salary - Regular,0.00,6996.77,1942145.39
1736,2022-10-02,2022-10-02 21:10,,Investment - Stocks,15947.18,0.00,1926198.21
1737,2022-10-03,2022-10-03 18:17,,Groceries - Supermarket,151.54,0.00,1926046.67
1738,2022-10-03,2022-10-03 09:56,,Groceries - Online Delivery,127.78,0.00,1925918.89
1739,2022-10-04,2022-10-04 23:10,,Investment Returns - Crypto,0.00,3464.17,1929383.06
1740,2022-10-04,2022-10-04 12:31,,Salary - Regular,0.00,6335.01,1935718.07
1741,2022-10-04,2022-10-04 21:25,,Salary - Bonus,0.00,17638.36,1953356.43
1742,2022-10-05,2022-10-05 02:23,,Fuel,35.68,0.00,1953320.75
1743,2022-10-05,2022-10-05 04:21,,Salary - Regular,0.00,6023.72,1959344.47
1744,2022-10-05,2022-10-05 16:15,,Rental Income,0.00,2216.13,1961560.60
1745,2022-10-06,2022-10-06 02:49,,Entertainment - Movies,86.40,0.00,1961474.20
1746,2022-10-07,2022-10-07 22:29,,Entertainment - Movies,33.07,0.00,1961441.13
1747,2022-10-07,2022-10-07 03:04,,Investment - Crypto,2481.47,0.00,1958959.66
1748,2022-10-08,2022-10-08 17:14,,Public Transport,7.40,0.00,1958952.26
1749,2022-10-08,2022-10-08 06:50,,Salary - Bonus,0.00,9594.79,1968547.05
1750,2022-10-08,2022-10-08 15:18,,Dividends,0.00,389.03,1968936.08
1751,2022-10-09,2022-10-09 23:18,,Entertainment - Concerts,1181.01,0.00,1967755.07
1752,2022-10-09,2022-10-09 15:16,,Salary - Regular,0.00,6235.20,1973990.27
1753,2022-10-10,2022-10-10 12:06,,Freelance Income,0.00,2334.38,1976324.65
1754,2022-10-10,2022-10-10 17:37,,Healthcare - Regular,215.87,0.00,1976108.78
1755,2022-10-10,2022-10-10 00:18,,Freelance Income,0.00,5737.02,1981845.80
1756,2022-10-10,2022-10-10 03:10,,Cashback,0.00,494.17,1982339.97
1757,2022-10-11,2022-10-11 19:45,,Groceries - Supermarket,54.87,0.00,1982285.10
1758,2022-10-12,2022-10-12 00:44,,Groceries - Online Delivery,271.55,0.00,1982013.55
1759,2022-10-12,2022-10-12 15:08,,Investment Returns - Crypto,0.00,996.44,1983009.99
1760,2022-10-12,2022-10-12 19:07,,Public Transport,2.49,0.00,1983007.50
1761,2022-10-12,2022-10-12 14:55,,Groceries - Online Delivery,225.31,0.00,1982782.19
1762,2022-10-13,2022-10-13 00:42,,Utilities - Water,231.74,0.00,1982550.45
1763,2022-10-13,2022-10-13 20:06,,Dividends,0.00,1411.85,1983962.30
1764,2022-10-16,2022-10-16 00:57,,Investment - Crypto,10006.87,0.00,1973955.43
1765,2022-10-16,2022-10-16 12:31,,Dining - Casual Restaurant,112.55,0.00,1973842.88
1766,2022-10-17,2022-10-17 09:53,,Entertainment - Movies,43.00,0.00,1973799.88
1767,2022-10-18,2022-10-18 19:34,,Utilities - Water,135.75,0.00,1973664.13
1768,2022-10-18,2022-10-18 19:42,,Dining - Casual Restaurant,42.79,0.00,1973621.34
1769,2022-10-19,2022-10-19 12:17,,Investment Returns - Stocks,0.00,10956.66,1984578.00
1770,2022-10-19,2022-10-19 14:27,,Groceries - Online Delivery,171.61,0.00,1984406.39
1771,2022-10-20,2022-10-20 09:20,,Healthcare - Emergency,4224.21,0.00,1980182.18
1772,2022-10-21,2022-10-21 07:58,,Groceries - Supermarket,114.04,0.00,1980068.14
1773,2022-10-21,2022-10-21 21:54,,Salary - Regular,0.00,6206.46,1986274.60
1774,2022-10-22,2022-10-22 12:38,,Investment Returns - Crypto,0.00,5247.32,1991521.92
1775,2022-10-23,2022-10-23 12:51,,Freelance Income,0.00,1005.85,1992527.77
1776,2022-10-24,2022-10-24 02:03,,Coffee Shop,17.96,0.00,1992509.81
1777,2022-10-25,2022-10-25 05:18,,Rental Income,0.00,4622.09,1997131.90
1778,2022-10-25,2022-10-25 14:02,,Groceries - Supermarket,100.12,0.00,1997031.78
1779,2022-10-26,2022-10-26 08:37,,Coffee Shop,10.91,0.00,1997020.87
1780,2022-10-26,2022-10-26 02:54,,Coffee Shop,6.86,0.00,1997014.01
1781,2022-10-27,2022-10-27 22:37,,Investment Returns - Stocks,0.00,4057.82,2001071.83
1782,2022-10-28,2022-10-28 07:26,,Healthcare - Regular,237.98,0.00,2000833.85
1783,2022-10-28,2022-10-28 04:34,,Investment - Stocks,3816.28,0.00,1997017.57
1784,2022-10-29,2022-10-29 11:35,,Fuel,74.63,0.00,1996942.94
1785,2022-10-29,2022-10-29 15:16,,Dining - Casual Restaurant,71.78,0.00,1996871.16
1786,2022-10-29,2022-10-29 18:52,,Groceries - Online Delivery,325.06,0.00,1996546.10
1787,2022-10-30,2022-10-30 19:25,,Public Transport,21.22,0.00,1996524.88
1788,2022-10-30,2022-10-30 21:01,,Coffee Shop,15.52,0.00,1996509.36
1789,2022-11-02,2022-11-02 02:56,,Coffee Shop,6.32,0.00,1996503.04
1790,2022-11-03,2022-11-03 09:50,,Utilities - Electricity,322.35,0.00,1996180.69
1791,2022-11-03,2022-11-03 20:45,,Entertainment - Movies,63.02,0.00,1996117.67
1792,2022-11-03,2022-11-03 17:01,,Rental Income,0.00,2689.13,1998806.80
1793,2022-11-04,2022-11-04 19:43,,Public Transport,3.89,0.00,1998802.91
1794,2022-11-04,2022-11-04 13:58,,Rental Income,0.00,2357.58,2001160.49
1795,2022-11-04,2022-11-04 18:23,,Healthcare - Emergency,1854.22,0.00,1999306.27
1796,2022-11-05,2022-11-05 23:38,,Fuel,186.04,0.00,1999120.23
1797,2022-11-05,2022-11-05 09:18,,Loan EMI,3751.81,0.00,1995368.42
1798,2022-11-06,2022-11-06 03:39,,Salary - Regular,0.00,4963.77,2000332.19
1799,2022-11-07,2022-11-07 07:03,,Groceries - Supermarket,334.27,0.00,1999997.92
1800,2022-11-08,2022-11-08 14:01,,Freelance Income,0.00,5241.78,2005239.70
1801,2022-11-09,2022-11-09 17:45,,Freelance Income,0.00,3463.24,2008702.94
1802,2022-11-10,2022-11-10 13:53,,Investment Returns - Crypto,0.00,1269.49,2009972.43
1803,2022-11-11,2022-11-11 12:57,,Groceries - Supermarket,282.79,0.00,2009689.64
1804,2022-11-11,2022-11-11 02:53,,Freelance Income,0.00,5389.52,2015079.16
1805,2022-11-12,2022-11-12 14:21,,Salary - Regular,0.00,4495.51,2019574.67
1806,2022-11-12,2022-11-12 20:04,,Dining - Casual Restaurant,333.44,0.00,2019241.23
1807,2022-11-13,2022-11-13 02:35,,Salary - Regular,0.00,4484.29,2023725.52
1808,2022-11-14,2022-11-14 15:19,,Rental Income,0.00,1913.86,2025639.38
1809,2022-11-14,2022-11-14 21:15,,Dining - Casual Restaurant,42.85,0.00,2025596.53
1810,2022-11-14,2022-11-14 02:18,,Freelance Income,0.00,1754.16,2027350.69
1811,2022-11-15,2022-11-15 14:48,,Salary - Regular,0.00,3867.64,2031218.33
1812,2022-11-15,2022-11-15 16:02,,Public Transport,3.35,0.00,2031214.98
1813,2022-11-16,2022-11-16 01:45,,Groceries - Supermarket,388.58,0.00,2030826.40
1814,2022-11-16,2022-11-16 18:43,,Investment - Stocks,11905.71,0.00,2018920.69
1815,2022-11-16,2022-11-16 06:10,,Coffee Shop,26.63,0.00,2018894.06
1816,2022-11-18,2022-11-18 10:06,,Rental Income,0.00,4063.38,2022957.44
1817,2022-11-19,2022-11-19 14:47,,Dining - Fine Dining,1463.30,0.00,2021494.14
1818,2022-11-20,2022-11-20 11:46,,Dining - Fine Dining,886.70,0.00,2020607.44
1819,2022-11-22,2022-11-22 06:16,,Investment Returns - Crypto,0.00,1571.41,2022178.85
1820,2022-11-22,2022-11-22 14:34,,Groceries - Supermarket,125.03,0.00,2022053.82
1821,2022-11-23,2022-11-23 07:15,,Dining - Casual Restaurant,67.86,0.00,2021985.96
1822,2022-11-23,2022-11-23 19:49,,Coffee Shop,6.05,0.00,2021979.91
1823,2022-11-24,2022-11-24 12:58,,Investment Returns - Crypto,0.00,699.97,2022679.88
1824,2022-11-24,2022-11-24 07:50,,Investment Returns - Crypto,0.00,2959.34,2025639.22
1825,2022-11-25,2022-11-25 19:07,,Salary - Regular,0.00,4639.07,2030278.29
1826,2022-11-26,2022-11-26 16:16,,Groceries - Supermarket,130.18,0.00,2030148.11
1827,2022-11-26,2022-11-26 02:32,,Groceries - Online Delivery,241.50,0.00,2029906.61
1828,2022-11-26,2022-11-26 04:47,,Groceries - Supermarket,369.86,0.00,2029536.75
1829,2022-11-28,2022-11-28 23:52,,Freelance Income,0.00,1909.43,2031446.18
1830,2022-11-29,2022-11-29 22:00,,Investment Returns - Stocks,0.00,3606.02,2035052.20
1831,2022-11-29,2022-11-29 06:14,,Fuel,54.23,0.00,2034997.97
1832,2022-12-01,2022-12-01 05:53,,Healthcare - Regular,323.45,0.00,2034674.52
1833,2022-12-02,2022-12-02 23:59,,Coffee Shop,37.42,0.00,2034637.10
1834,2022-12-03,2022-12-03 10:07,,Salary - Bonus,0.00,37063.47,2071700.57
1835,2022-12-05,2022-12-05 03:39,,Groceries - Supermarket,397.29,0.00,2071303.28
1836,2022-12-05,2022-12-05 23:43,,Loan EMI,1660.99,0.00,2069642.29
1837,2022-12-06,2022-12-06 02:18,,Dining - Casual Restaurant,237.40,0.00,2069404.89
1838,2022-12-07,2022-12-07 11:30,,Loan EMI,1789.85,0.00,2067615.04
1839,2022-12-08,2022-12-08 23:47,,Investment Returns - Stocks,0.00,672.47,2068287.51
1840,2022-12-08,2022-12-08 01:02,,Groceries - Supermarket,364.61,0.00,2067922.90
1841,2022-12-08,2022-12-08 03:26,,Rental Income,0.00,7824.53,2075747.43
1842,2022-12-09,2022-12-09 11:23,,Loan EMI,4985.79,0.00,2070761.64
1843,2022-12-10,2022-12-10 08:41,,Salary - Regular,0.00,8258.80,2079020.44
1844,2022-12-11,2022-12-11 04:44,,Freelance Income,0.00,3288.45,2082308.89
1845,2022-12-11,2022-12-11 08:13,,Utilities - Water,532.04,0.00,2081776.85
1846,2022-12-12,2022-12-12 06:15,,Groceries - Online Delivery,339.35,0.00,2081437.50
1847,2022-12-14,2022-12-14 17:34,,Healthcare - Emergency,8937.98,0.00,2072499.52
1848,2022-12-15,2022-12-15 23:19,,Salary - Regular,0.00,10793.12,2083292.64
1849,2022-12-15,2022-12-15 04:54,,Dining - Fine Dining,661.24,0.00,2082631.40
1850,2022-12-15,2022-12-15 22:55,,Fuel,81.86,0.00,2082549.54
1851,2022-12-16,2022-12-16 11:41,,Public Transport,5.60,0.00,2082543.94
