Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
5884,2022-05-16,2022-05-16,,ATM Withdrawal,298.13,0.00,2724170.82
5885,2022-05-17,2022-05-17,,Interest Credited,0.00,81.93,2724252.75
5886,2022-05-17,2022-05-17,,Groceries - Supermarket,194.14,0.00,2724058.61
5887,2022-05-17,2022-05-17,,Transfer Received,0.00,2116.96,2726175.57
5888,2022-05-17,2022-05-17,100146,Cheque Issued,1477.34,0.00,2724698.23
5889,2022-05-18,2022-05-18,,ATM Withdrawal,142.16,0.00,2724556.07
5890,2022-05-18,2022-05-18,,Loan EMI,1345.22,0.00,2723210.85
5891,2022-05-18,2022-05-18,,Credit Card Payment,629.03,0.00,2722581.82
5892,2022-05-18,2022-05-18,,Salary Credit,0.00,4185.63,2726767.45
5893,2022-05-19,2022-05-18,,Investment Returns,0.00,95.70,2726863.15
5894,2022-05-18,2022-05-18,,Groceries - Online Delivery,87.13,0.00,2726776.02
5895,2022-05-17,2022-05-18,,Credit Card Payment,687.26,0.00,2726088.76
5896,2022-05-18,2022-05-18,,Credit Card Payment,938.65,0.00,2725150.11
5897,2022-05-19,2022-05-19,,Loan EMI,700.98,0.00,2724449.13
5898,2022-05-18,2022-05-19,,Transfer Received,0.00,726.30,2725175.43
5899,2022-05-19,2022-05-19,,Groceries - Supermarket,160.96,0.00,2725014.47
5900,2022-05-19,2022-05-19,,Dividend Received,0.00,181.30,2725195.77
5901,2022-05-19,2022-05-19,,Rental Income,0.00,1789.58,2726985.35
5902,2022-05-19,2022-05-19,,Transfer Received,0.00,1885.15,2728870.50
5903,2022-05-19,2022-05-19,,Transfer Received,0.00,1863.59,2730734.09
5904,2022-05-19,2022-05-19,,Transfer Received,0.00,1868.12,2732602.21
5905,2022-05-21,2022-05-21,,Utility Payment,185.50,0.00,2732416.71
5906,2022-05-21,2022-05-21,,Dining Out,95.53,0.00,2732321.18
5907,2022-05-22,2022-05-21,,ATM Withdrawal,343.48,0.00,2731977.70
5908,2022-05-21,2022-05-21,,Interest Credited,0.00,74.11,2732051.81
5909,2022-05-22,2022-05-21,,Transfer Received,0.00,545.14,2732596.95
5910,2022-05-21,2022-05-21,,Transfer Received,0.00,2035.83,2734632.78
5911,2022-05-21,2022-05-21,,Credit Card Payment,991.21,0.00,2733641.57
5912,2022-05-22,2022-05-21,,Credit Card Payment,420.93,0.00,2733220.64
5913,2022-05-22,2022-05-21,,Investment Returns,0.00,775.31,2733995.95
5914,2022-05-23,2022-05-22,,Credit Card Payment,548.48,0.00,2733447.47
5915,2022-05-22,2022-05-22,,Online Transfer,978.34,0.00,2732469.13
5916,2022-05-22,2022-05-22,,Salary Credit,0.00,3806.49,2736275.62
5917,2022-05-22,2022-05-22,,Online Transfer,883.28,0.00,2735392.34
5918,2022-05-21,2022-05-22,,Transfer Received,0.00,830.67,2736223.01
5919,2022-05-22,2022-05-22,,Utility Payment,176.64,0.00,2736046.37
5920,2022-05-22,2022-05-22,,Investment - Mutual Funds,2669.92,0.00,2733376.45
5921,2022-05-24,2022-05-23,,ATM Withdrawal,26.74,0.00,2733349.71
5922,2022-05-23,2022-05-23,,Credit Card Payment,923.91,0.00,2732425.80
5923,2022-05-24,2022-05-23,,Online Transfer,1969.52,0.00,2730456.28
5924,2022-05-23,2022-05-23,,Investment - Mutual Funds,881.91,0.00,2729574.37
5925,2022-05-24,2022-05-23,,Investment Returns,0.00,121.26,2729695.63
5926,2022-05-22,2022-05-23,,Online Transfer,1903.81,0.00,2727791.82
5927,2022-05-23,2022-05-23,,ATM Withdrawal,222.68,0.00,2727569.14
5928,2022-05-22,2022-05-23,,Transfer Received,0.00,2258.51,2729827.65
5929,2022-05-23,2022-05-23,,Investment Returns,0.00,305.85,2730133.50
5930,2022-05-24,2022-05-24,,Utility Payment,205.52,0.00,2729927.98
5931,2022-05-24,2022-05-24,,Credit Card Payment,461.86,0.00,2729466.12
5932,2022-05-24,2022-05-24,,Salary Credit,0.00,4771.96,2734238.08
5933,2022-05-25,2022-05-24,,Transfer Received,0.00,1168.75,2735406.83
5934,2022-05-24,2022-05-24,,Online Transfer,578.19,0.00,2734828.64
5935,2022-05-24,2022-05-24,,Dining Out,88.18,0.00,2734740.46
5936,2022-05-24,2022-05-25,,Transfer Received,0.00,2989.13,2737729.59
5937,2022-05-25,2022-05-25,,Utility Payment,290.81,0.00,2737438.78
5938,2022-05-24,2022-05-25,,Utility Payment,65.98,0.00,2737372.80
5939,2022-05-24,2022-05-25,,Salary Credit,0.00,4810.10,2742182.90
5940,2022-05-26,2022-05-26,,Utility Payment,168.99,0.00,2742013.91
5941,2022-05-26,2022-05-26,,Interest Credited,0.00,15.32,2742029.23
5942,2022-05-27,2022-05-26,,Coffee Shop,19.53,0.00,2742009.70
5943,2022-05-27,2022-05-26,,Salary Credit,0.00,4334.63,2746344.33
5944,2022-05-26,2022-05-26,,Salary Credit,0.00,3553.86,2749898.19
5945,2022-05-26,2022-05-26,,Online Transfer,1633.58,0.00,2748264.61
5946,2022-05-26,2022-05-26,,Transfer Received,0.00,2585.40,2750850.01
5947,2022-05-26,2022-05-26,,Online Transfer,603.22,0.00,2750246.79
5948,2022-05-26,2022-05-26,,Online Transfer,1323.60,0.00,2748923.19
5949,2022-05-26,2022-05-26,,Transfer Received,0.00,2775.84,2751699.03
5950,2022-05-25,2022-05-26,,Transfer Received,0.00,1903.54,2753602.57
5951,2022-05-27,2022-05-27,,ATM Withdrawal,340.13,0.00,2753262.44
5952,2022-05-28,2022-05-27,,Groceries - Supermarket,91.89,0.00,2753170.55
5953,2022-05-27,2022-05-27,,Credit Card Payment,708.92,0.00,2752461.63
5954,2022-05-27,2022-05-27,,Cash Deposit,0.00,737.84,2753199.47
5955,2022-05-27,2022-05-27,,Investment Returns,0.00,966.83,2754166.30
5956,2022-05-28,2022-05-28,,Utility Payment,113.30,0.00,2754053.00
5957,2022-05-29,2022-05-28,,ATM Withdrawal,171.80,0.00,2753881.20
5958,2022-05-29,2022-05-28,,Groceries - Supermarket,117.97,0.00,2753763.23
5959,2022-05-28,2022-05-28,,Transfer Received,0.00,2969.36,2756732.59
5960,2022-05-28,2022-05-28,,Utility Payment,273.59,0.00,2756459.00
5961,2022-05-29,2022-05-29,,Utility Payment,99.36,0.00,2756359.64
5962,2022-05-30,2022-05-29,,ATM Withdrawal,334.70,0.00,2756024.94
5963,2022-05-29,2022-05-29,,Transfer Received,0.00,2264.30,2758289.24
5964,2022-05-29,2022-05-29,,ATM Withdrawal,183.41,0.00,2758105.83
5965,2022-05-29,2022-05-29,,Credit Card Payment,395.78,0.00,2757710.05
5966,2022-05-30,2022-05-30,,ATM Withdrawal,290.81,0.00,2757419.24
5967,2022-05-29,2022-05-30,,Salary Credit,0.00,2953.34,2760372.58
5968,2022-05-30,2022-05-30,,Utility Payment,70.02,0.00,2760302.56
5969,2022-05-30,2022-05-30,,Investment - SIP,195.86,0.00,2760106.70
5970,2022-05-29,2022-05-30,,Online Transfer,1451.99,0.00,2758654.71
5971,2022-05-31,2022-05-30,,Groceries - Supermarket,77.56,0.00,2758577.15
5972,2022-05-31,2022-05-30,,Salary Credit,0.00,3491.43,2762068.58
5973,2022-05-30,2022-05-30,,Interest Credited,0.00,68.22,2762136.80
5974,2022-05-30,2022-05-30,,Transfer Received,0.00,2477.27,2764614.07
5975,2022-05-31,2022-05-31,,Salary Credit,0.00,3273.24,2767887.31
5976,2022-05-31,2022-05-31,,ATM Withdrawal,463.31,0.00,2767424.00
5977,2022-05-31,2022-05-31,,Daily Essentials,28.72,0.00,2767395.28
5978,2022-05-30,2022-05-31,,ATM Withdrawal,51.67,0.00,2767343.61
5979,2022-05-31,2022-05-31,,Utility Payment,167.65,0.00,2767175.96
5980,2022-05-31,2022-05-31,,Groceries - Supermarket,30.10,0.00,2767145.86
5981,2022-06-01,2022-06-01,,Rental Income,0.00,1168.77,2768314.63
5982,2022-06-01,2022-06-01,,Transfer Received,0.00,1999.62,2770314.25
5983,2022-06-01,2022-06-01,,Groceries - Supermarket,140.99,0.00,2770173.26
5984,2022-06-01,2022-06-01,,Utility Payment,186.62,0.00,2769986.64
5985,2022-05-31,2022-06-01,,Online Transfer,587.36,0.00,2769399.28
5986,2022-06-02,2022-06-02,,Salary Credit,0.00,2412.74,2771812.02
5987,2022-06-02,2022-06-02,,Credit Card Payment,681.30,0.00,2771130.72
5988,2022-06-02,2022-06-02,,Salary Credit,0.00,3489.31,2774620.03
5989,2022-06-02,2022-06-02,,Salary Credit,0.00,2952.32,2777572.35
5990,2022-06-02,2022-06-02,,Groceries - Supermarket,85.12,0.00,2777487.23
5991,2022-06-02,2022-06-02,,Utility Payment,131.23,0.00,2777356.00
5992,2022-06-02,2022-06-02,,Groceries - Online Delivery,87.87,0.00,2777268.13
5993,2022-06-02,2022-06-02,,Dividend Received,0.00,447.00,2777715.13
5994,2022-06-02,2022-06-02,,Online Transfer,1367.64,0.00,2776347.49
5995,2022-06-02,2022-06-02,,Utility Payment,149.53,0.00,2776197.96
5996,2022-06-04,2022-06-03,,Groceries - Supermarket,146.77,0.00,2776051.19
5997,2022-06-03,2022-06-03,,Loan EMI,1289.72,0.00,2774761.47
5998,2022-06-04,2022-06-03,,Transfer Received,0.00,2946.07,2777707.54
5999,2022-06-03,2022-06-03,,Cash Deposit,0.00,979.16,2778686.70
6000,2022-06-03,2022-06-03,,Rental Income,0.00,2753.32,2781440.02
6001,2022-06-04,2022-06-03,,Transfer Received,0.00,2680.30,2784120.32
6002,2022-06-03,2022-06-03,,Salary Credit,0.00,3792.36,2787912.68
6003,2022-06-03,2022-06-03,,Utility Payment,197.93,0.00,2787714.75
6004,2022-06-03,2022-06-03,,Daily Essentials,48.34,0.00,2787666.41
6005,2022-06-02,2022-06-03,,ATM Withdrawal,140.49,0.00,2787525.92
6006,2022-06-05,2022-06-04,,Transfer Received,0.00,1981.42,2789507.34
6007,2022-06-04,2022-06-04,,Salary Credit,0.00,4050.27,2793557.61
6008,2022-06-04,2022-06-04,,Utility Payment,252.16,0.00,2793305.45
6009,2022-06-05,2022-06-04,,Transfer Received,0.00,917.09,2794222.54
6010,2022-06-03,2022-06-04,,Transfer Received,0.00,1357.67,2795580.21
6011,2022-06-05,2022-06-04,,Credit Card Payment,348.28,0.00,2795231.93
6012,2022-06-05,2022-06-04,,Transfer Received,0.00,1773.36,2797005.29
6013,2022-06-04,2022-06-04,,Transfer Received,0.00,1593.89,2798599.18
6014,2022-06-06,2022-06-05,,Online Transfer,1228.29,0.00,2797370.89
6015,2022-06-06,2022-06-05,,ATM Withdrawal,252.46,0.00,2797118.43
6016,2022-06-05,2022-06-05,,Utility Payment,157.99,0.00,2796960.44
6017,2022-06-05,2022-06-05,,Utility Payment,296.34,0.00,2796664.10
6018,2022-06-06,2022-06-05,,Transfer Received,0.00,1092.55,2797756.65
6019,2022-06-06,2022-06-05,,Transfer Received,0.00,1807.90,2799564.55
6020,2022-06-06,2022-06-06,,ATM Withdrawal,189.06,0.00,2799375.49
6021,2022-06-06,2022-06-06,,Transfer Received,0.00,1653.38,2801028.87
6022,2022-06-05,2022-06-06,,ATM Withdrawal,146.73,0.00,2800882.14
6023,2022-06-07,2022-06-06,,Groceries - Supermarket,91.10,0.00,2800791.04
6024,2022-06-07,2022-06-07,,Coffee Shop,14.65,0.00,2800776.39
6025,2022-06-07,2022-06-07,,Dining Out,36.47,0.00,2800739.92
6026,2022-06-06,2022-06-07,,Salary Credit,0.00,2209.91,2802949.83
6027,2022-06-07,2022-06-07,,Transfer Received,0.00,2306.33,2805256.16
6028,2022-06-06,2022-06-07,,Takeout,26.06,0.00,2805230.10
6029,2022-06-08,2022-06-07,,Dividend Received,0.00,426.55,2805656.65
6030,2022-06-08,2022-06-07,,Salary Credit,0.00,3900.35,2809557.00
6031,2022-06-08,2022-06-08,,Takeout,32.16,0.00,2809524.84
6032,2022-06-08,2022-06-08,,Online Transfer,1813.63,0.00,2807711.21
6033,2022-06-08,2022-06-08,,Groceries - Supermarket,197.22,0.00,2807513.99
6034,2022-06-09,2022-06-08,,Salary Credit,0.00,3567.40,2811081.39
6035,2022-06-07,2022-06-08,,Transfer Received,0.00,1593.62,2812675.01
6036,2022-06-08,2022-06-08,,Groceries - Supermarket,136.99,0.00,2812538.02
6037,2022-06-09,2022-06-09,,Credit Card Payment,940.97,0.00,2811597.05
6038,2022-06-09,2022-06-09,,ATM Withdrawal,346.81,0.00,2811250.24
6039,2022-06-08,2022-06-09,,ATM Withdrawal,334.55,0.00,2810915.69
6040,2022-06-09,2022-06-09,,ATM Withdrawal,211.26,0.00,2810704.43
6041,2022-06-09,2022-06-09,,ATM Withdrawal,230.76,0.00,2810473.67
6042,2022-06-08,2022-06-09,,Investment Returns,0.00,690.90,2811164.57
6043,2022-06-09,2022-06-09,,ATM Withdrawal,162.13,0.00,2811002.44
6044,2022-06-09,2022-06-09,,Loan EMI,843.30,0.00,2810159.14
6045,2022-06-09,2022-06-10,,Online Transfer,426.28,0.00,2809732.86
6046,2022-06-10,2022-06-10,,Utility Payment,102.90,0.00,2809629.96
6047,2022-06-09,2022-06-10,,ATM Withdrawal,415.24,0.00,2809214.72
6048,2022-06-11,2022-06-10,,Loan EMI,1742.14,0.00,2807472.58
6049,2022-06-10,2022-06-11,,Transfer Received,0.00,2907.43,2810380.01
6050,2022-06-11,2022-06-11,,Groceries - Supermarket,143.55,0.00,2810236.46
6051,2022-06-11,2022-06-11,,ATM Withdrawal,55.68,0.00,2810180.78
6052,2022-06-11,2022-06-11,,Transfer Received,0.00,648.48,2810829.26
6053,2022-06-11,2022-06-11,,Interest Credited,0.00,12.55,2810841.81
6054,2022-06-10,2022-06-11,,Investment - Stocks,1398.67,0.00,2809443.14
6055,2022-06-11,2022-06-11,,Online Transfer,1981.07,0.00,2807462.07
6056,2022-06-11,2022-06-11,,Online Transfer,998.58,0.00,2806463.49
6057,2022-06-11,2022-06-11,,Investment - Stocks,4500.40,0.00,2801963.09
6058,2022-06-12,2022-06-12,,Utility Payment,294.10,0.00,2801668.99
6059,2022-06-12,2022-06-12,,Investment - Stocks,3662.81,0.00,2798006.18
6060,2022-06-13,2022-06-12,,ATM Withdrawal,188.86,0.00,2797817.32
6061,2022-06-12,2022-06-12,,Transfer Received,0.00,722.82,2798540.14
6062,2022-06-12,2022-06-12,,Groceries - Supermarket,42.51,0.00,2798497.63
6063,2022-06-13,2022-06-12,,Transfer Received,0.00,2512.81,2801010.44
6064,2022-06-12,2022-06-13,,Credit Card Payment,761.65,0.00,2800248.79
6065,2022-06-12,2022-06-13,,Investment - Stocks,866.88,0.00,2799381.91
6066,2022-06-12,2022-06-13,,Utility Payment,142.21,0.00,2799239.70
6067,2022-06-14,2022-06-13,,Transfer Received,0.00,2684.10,2801923.80
6068,2022-06-13,2022-06-13,,Online Transfer,450.91,0.00,2801472.89
6069,2022-06-13,2022-06-13,,ATM Withdrawal,295.47,0.00,2801177.42
6070,2022-06-13,2022-06-14,,Investment - SIP,237.08,0.00,2800940.34
6071,2022-06-13,2022-06-14,,Rental Income,0.00,1885.01,2802825.35
6072,2022-06-14,2022-06-14,,Salary Credit,0.00,3465.76,2806291.11
6073,2022-06-15,2022-06-14,,ATM Withdrawal,351.17,0.00,2805939.94
6074,2022-06-14,2022-06-14,,Salary Credit,0.00,3916.09,2809856.03
6075,2022-06-15,2022-06-14,,Credit Card Payment,270.89,0.00,2809585.14
6076,2022-06-14,2022-06-14,,Transfer Received,0.00,1789.74,2811374.88
6077,2022-06-14,2022-06-14,,Credit Card Payment,510.84,0.00,2810864.04
6078,2022-06-14,2022-06-15,,Loan EMI,1887.18,0.00,2808976.86
6079,2022-06-14,2022-06-15,,Online Transfer,892.90,0.00,2808083.96
6080,2022-06-15,2022-06-15,,Transfer Received,0.00,1040.32,2809124.28
6081,2022-06-15,2022-06-15,,Groceries - Supermarket,124.46,0.00,2808999.82
6082,2022-06-17,2022-06-16,,Dividend Received,0.00,53.39,2809053.21
6083,2022-06-16,2022-06-16,,Transfer Received,0.00,2147.14,2811200.35
6084,2022-06-16,2022-06-16,,Dining Out,54.18,0.00,2811146.17
6085,2022-06-15,2022-06-16,,Loan EMI,1831.60,0.00,2809314.57
6086,2022-06-16,2022-06-16,,Salary Credit,0.00,4380.29,2813694.86
6087,2022-06-17,2022-06-17,,ATM Withdrawal,150.80,0.00,2813544.06
6088,2022-06-17,2022-06-17,,ATM Withdrawal,428.41,0.00,2813115.65
6089,2022-06-17,2022-06-17,,Groceries - Supermarket,30.78,0.00,2813084.87
6090,2022-06-17,2022-06-17,,Transfer Received,0.00,1652.06,2814736.93
6091,2022-06-16,2022-06-17,,Transfer Received,0.00,748.86,2815485.79
6092,2022-06-17,2022-06-17,100147,Cheque Issued,928.43,0.00,2814557.36
6093,2022-06-18,2022-06-17,,ATM Withdrawal,478.67,0.00,2814078.69
6094,2022-06-16,2022-06-17,,Salary Credit,0.00,2409.99,2816488.68
6095,2022-06-18,2022-06-17,,ATM Withdrawal,445.02,0.00,2816043.66
6096,2022-06-17,2022-06-17,,Dining Out,68.48,0.00,2815975.18
6097,2022-06-17,2022-06-17,100148,Cheque Issued,1577.53,0.00,2814397.65
6098,2022-06-18,2022-06-18,,Salary Credit,0.00,4508.81,2818906.46
6099,2022-06-18,2022-06-18,,Groceries - Supermarket,84.78,0.00,2818821.68
6100,2022-06-18,2022-06-18,,ATM Withdrawal,494.34,0.00,2818327.34
6101,2022-06-19,2022-06-18,,Utility Payment,134.92,0.00,2818192.42
6102,2022-06-18,2022-06-18,,Groceries - Supermarket,88.55,0.00,2818103.87
6103,2022-06-18,2022-06-18,,Groceries - Online Delivery,100.02,0.00,2818003.85
6104,2022-06-18,2022-06-18,,Loan EMI,1640.13,0.00,2816363.72
6105,2022-06-17,2022-06-18,,Groceries - Online Delivery,62.85,0.00,2816300.87
6106,2022-06-18,2022-06-18,,Utility Payment,63.91,0.00,2816236.96
6107,2022-06-18,2022-06-19,,Investment Returns,0.00,181.90,2816418.86
6108,2022-06-19,2022-06-19,,Salary Credit,0.00,2337.39,2818756.25
6109,2022-06-19,2022-06-19,,Salary Credit,0.00,4606.42,2823362.67
6110,2022-06-20,2022-06-19,,Credit Card Payment,881.71,0.00,2822480.96
6111,2022-06-20,2022-06-20,100149,Cheque Issued,2015.26,0.00,2820465.70
6112,2022-06-21,2022-06-20,,Groceries - Supermarket,26.67,0.00,2820439.03
6113,2022-06-19,2022-06-20,,Utility Payment,280.83,0.00,2820158.20
6114,2022-06-20,2022-06-20,,Loan EMI,733.61,0.00,2819424.59
6115,2022-06-21,2022-06-20,,ATM Withdrawal,71.73,0.00,2819352.86
6116,2022-06-21,2022-06-20,,Coffee Shop,19.05,0.00,2819333.81
6117,2022-06-20,2022-06-20,,ATM Withdrawal,215.35,0.00,2819118.46
6118,2022-06-21,2022-06-21,,Salary Credit,0.00,4194.96,2823313.42
6119,2022-06-21,2022-06-21,,Salary Credit,0.00,2994.31,2826307.73
6120,2022-06-21,2022-06-21,,Transfer Received,0.00,1036.11,2827343.84
6121,2022-06-20,2022-06-21,,Investment - Mutual Funds,1476.77,0.00,2825867.07
6122,2022-06-22,2022-06-21,,Takeout,12.38,0.00,2825854.69
6123,2022-06-22,2022-06-21,,Daily Essentials,35.51,0.00,2825819.18
6124,2022-06-21,2022-06-21,,Groceries - Supermarket,27.26,0.00,2825791.92
6125,2022-06-22,2022-06-21,100150,Cheque Issued,2870.61,0.00,2822921.31
6126,2022-06-22,2022-06-22,,Dividend Received,0.00,374.78,2823296.09
6127,2022-06-22,2022-06-22,,ATM Withdrawal,23.68,0.00,2823272.41
6128,2022-06-22,2022-06-22,,Takeout,19.34,0.00,2823253.07
6129,2022-06-22,2022-06-22,,Groceries - Online Delivery,52.38,0.00,2823200.69
6130,2022-06-22,2022-06-22,,Utility Payment,134.23,0.00,2823066.46
6131,2022-06-22,2022-06-22,,Daily Essentials,33.45,0.00,2823033.01
6132,2022-06-22,2022-06-22,,Transfer Received,0.00,2360.31,2825393.32
6133,2022-06-21,2022-06-22,,ATM Withdrawal,483.48,0.00,2824909.84
6134,2022-06-22,2022-06-22,,Credit Card Payment,653.22,0.00,2824256.62
6135,2022-06-22,2022-06-23,,Investment Returns,0.00,125.04,2824381.66
6136,2022-06-23,2022-06-23,,ATM Withdrawal,66.08,0.00,2824315.58
6137,2022-06-23,2022-06-23,,Coffee Shop,9.44,0.00,2824306.14
6138,2022-06-22,2022-06-23,,Groceries - Supermarket,88.59,0.00,2824217.55
6139,2022-06-23,2022-06-23,,Online Transfer,179.42,0.00,2824038.13
6140,2022-06-23,2022-06-23,,Groceries - Supermarket,192.54,0.00,2823845.59
6141,2022-06-23,2022-06-23,,Salary Credit,0.00,2416.72,2826262.31
6142,2022-06-23,2022-06-23,,Transfer Received,0.00,693.61,2826955.92
6143,2022-06-24,2022-06-23,,Transfer Received,0.00,2602.14,2829558.06
6144,2022-06-24,2022-06-24,,Transfer Received,0.00,2049.78,2831607.84
6145,2022-06-24,2022-06-24,,Utility Payment,205.95,0.00,2831401.89
6146,2022-06-23,2022-06-24,,Loan EMI,1983.88,0.00,2829418.01
6147,2022-06-24,2022-06-24,,Interest Credited,0.00,80.64,2829498.65
6148,2022-06-24,2022-06-24,,Transfer Received,0.00,1078.90,2830577.55
6149,2022-06-24,2022-06-24,,Utility Payment,187.55,0.00,2830390.00
6150,2022-06-24,2022-06-24,,Transfer Received,0.00,2480.51,2832870.51
6151,2022-06-25,2022-06-24,,ATM Withdrawal,34.40,0.00,2832836.11
6152,2022-06-24,2022-06-24,,Dining Out,44.80,0.00,2832791.31
6153,2022-06-24,2022-06-24,,Transfer Received,0.00,1638.94,2834430.25
6154,2022-06-24,2022-06-24,,ATM Withdrawal,58.81,0.00,2834371.44
6155,2022-06-24,2022-06-24,,Investment Returns,0.00,924.52,2835295.96
6156,2022-06-26,2022-06-25,,Dining Out,37.59,0.00,2835258.37
6157,2022-06-24,2022-06-25,,Investment Returns,0.00,981.85,2836240.22
6158,2022-06-25,2022-06-25,,Groceries - Supermarket,161.11,0.00,2836079.11
6159,2022-06-25,2022-06-25,,Salary Credit,0.00,3041.48,2839120.59
6160,2022-06-24,2022-06-25,,Investment - SIP,384.93,0.00,2838735.66
6161,2022-06-25,2022-06-25,,Dividend Received,0.00,321.03,2839056.69
6162,2022-06-25,2022-06-25,,ATM Withdrawal,201.52,0.00,2838855.17
6163,2022-06-25,2022-06-25,,Online Transfer,1955.62,0.00,2836899.55
6164,2022-06-27,2022-06-26,,Salary Credit,0.00,4777.60,2841677.15
6165,2022-06-26,2022-06-26,,ATM Withdrawal,68.66,0.00,2841608.49
6166,2022-06-26,2022-06-26,,Investment Returns,0.00,207.84,2841816.33
6167,2022-06-27,2022-06-26,,Credit Card Payment,972.33,0.00,2840844.00
6168,2022-06-25,2022-06-26,,Loan EMI,563.25,0.00,2840280.75
6169,2022-06-27,2022-06-26,,Investment - Mutual Funds,1925.83,0.00,2838354.92
6170,2022-06-26,2022-06-26,,Transfer Received,0.00,806.01,2839160.93
6171,2022-06-26,2022-06-26,,Coffee Shop,5.28,0.00,2839155.65
6172,2022-06-26,2022-06-26,,Online Transfer,1487.04,0.00,2837668.61
6173,2022-06-27,2022-06-26,,Online Transfer,1450.77,0.00,2836217.84
6174,2022-06-27,2022-06-27,,Salary Credit,0.00,2680.16,2838898.00
6175,2022-06-27,2022-06-27,,Transfer Received,0.00,757.56,2839655.56
6176,2022-06-27,2022-06-27,,Investment - SIP,830.67,0.00,2838824.89
6177,2022-06-27,2022-06-27,,Salary Credit,0.00,3072.80,2841897.69
6178,2022-06-26,2022-06-27,,Salary Credit,0.00,2927.26,2844824.95
6179,2022-06-27,2022-06-27,,Transfer Received,0.00,1510.66,2846335.61
6180,2022-06-27,2022-06-27,,Loan EMI,663.56,0.00,2845672.05
6181,2022-06-28,2022-06-27,,Groceries - Supermarket,96.75,0.00,2845575.30
6182,2022-06-27,2022-06-27,,ATM Withdrawal,307.10,0.00,2845268.20
6183,2022-06-28,2022-06-27,100151,Cheque Issued,2759.45,0.00,2842508.75
6184,2022-06-26,2022-06-27,,Transfer Received,0.00,2540.15,2845048.90
6185,2022-06-28,2022-06-28,,Online Transfer,565.88,0.00,2844483.02
6186,2022-06-28,2022-06-28,,Groceries - Supermarket,117.37,0.00,2844365.65
6187,2022-06-28,2022-06-28,,ATM Withdrawal,88.26,0.00,2844277.39
6188,2022-06-28,2022-06-28,,Investment - Stocks,730.84,0.00,2843546.55
6189,2022-06-28,2022-06-28,,Groceries - Supermarket,147.18,0.00,2843399.37
6190,2022-06-27,2022-06-28,,ATM Withdrawal,65.02,0.00,2843334.35
6191,2022-06-28,2022-06-28,,Transfer Received,0.00,2544.97,2845879.32
6192,2022-06-27,2022-06-28,,Utility Payment,229.83,0.00,2845649.49
6193,2022-06-29,2022-06-29,,Rental Income,0.00,2249.72,2847899.21
6194,2022-06-29,2022-06-29,100152,Cheque Issued,551.57,0.00,2847347.64
6195,2022-06-28,2022-06-29,,Salary Credit,0.00,3603.19,2850950.83
6196,2022-06-29,2022-06-29,,Credit Card Payment,438.10,0.00,2850512.73
6197,2022-06-28,2022-06-29,,Loan EMI,698.70,0.00,2849814.03
6198,2022-06-30,2022-06-30,,ATM Withdrawal,386.01,0.00,2849428.02
6199,2022-06-30,2022-06-30,,Transfer Received,0.00,2406.49,2851834.51
